query_sequence_id,target_sequence_id,sequence_identity,alignment_length,query_coverage,target_coverage,e_value,bit_score,query_assay_id,query_uniprot_id,query_sequence_sha256,query_sequence_length,target_assay_id,target_uniprot_id,target_sequence_sha256,target_sequence_length,qualifies_family_edge,query_family_id,target_family_id
assay183,assay104,0.363,207,0.817,0.815,6.759e-28,107,TRPC_THEMA_Chan_2017,TRPC_THEMA,6ca2a19c3bc5eeef7bceee36098d50d20b49a9f2ae57b320afc2b026b593b08e,252,P84126_THETH_Chan_2017,P84126_THETH,b7cf0832061e7437b4309c358ae2b5cca04d45e932da7e44257d640095432d81,254,True,sf_415fc4c4433b,sf_415fc4c4433b
assay024,assay024,1.0,149,1.0,1.0,5.384999999999999e-94,293,CALM1_HUMAN_Weile_2017,CALM1_HUMAN,4a9f2f38a0afe61f9cd35d05788764536c1b394551a521687d0e537ad2760ff5,149,CALM1_HUMAN_Weile_2017,CALM1_HUMAN,4a9f2f38a0afe61f9cd35d05788764536c1b394551a521687d0e537ad2760ff5,149,True,sf_90261541b92a,sf_90261541b92a
assay056,assay056,1.0,881,1.0,1.0,0.0,1759,GAL4_YEAST_Kitzman_2015,GAL4_YEAST,67adc73e545d5fa5e29591ac740f6f2748ed3cf5ea7e2b62a8c617285e893dba,881,GAL4_YEAST_Kitzman_2015,GAL4_YEAST,67adc73e545d5fa5e29591ac740f6f2748ed3cf5ea7e2b62a8c617285e893dba,881,True,sf_2be67f569203,sf_2be67f569203
assay088,assay088,1.0,498,1.0,1.0,0.0,1003,NCAP_I34A1_Doud_2015,NCAP_I34A1,603391c59133e6e1484cd91f89d665933abd7ededbf3bc77bbd4bc6aa10094c9,498,NCAP_I34A1_Doud_2015,NCAP_I34A1,603391c59133e6e1484cd91f89d665933abd7ededbf3bc77bbd4bc6aa10094c9,498,True,sf_ac5654d2afd9,sf_ac5654d2afd9
assay088,assay069,0.939,498,1.0,1.0,1.76e-316,955,NCAP_I34A1_Doud_2015,NCAP_I34A1,603391c59133e6e1484cd91f89d665933abd7ededbf3bc77bbd4bc6aa10094c9,498,I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,047e14194ab8a5f678415efb1c98c92684e67e02626bf959de09f569c022f335,498,True,sf_ac5654d2afd9,sf_ac5654d2afd9
assay120,assay120,1.0,68,1.0,1.0,1.497e-43,143,PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,ef44bfd420d2ad7747bc06b4a9b645ddd7e53e3a9c2fbccc85fe47606c0f057c,68,PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,ef44bfd420d2ad7747bc06b4a9b645ddd7e53e3a9c2fbccc85fe47606c0f057c,68,True,sf_b20798b8020c,sf_b20798b8020c
assay152,assay152,1.0,43,1.0,1.0,3.282e-31,106,SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1_MOUSE,a33e27b03fd4cd2408b350a29777dd57e8caeb94c9ff4259ca7e29d67e1af0b5,43,SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1_MOUSE,a33e27b03fd4cd2408b350a29777dd57e8caeb94c9ff4259ca7e29d67e1af0b5,43,True,sf_0d40c1bb820d,sf_0d40c1bb820d
assay184,assay184,1.0,159,1.0,1.0,1.689e-111,344,UBC9_HUMAN_Weile_2017,UBC9_HUMAN,3210d6959f171a29a0e8449c6288087f0aa00967347e5e487e9f02738add9e8c,159,UBC9_HUMAN_Weile_2017,UBC9_HUMAN,3210d6959f171a29a0e8449c6288087f0aa00967347e5e487e9f02738add9e8c,159,True,sf_ab8b39992872,sf_ab8b39992872
assay025,assay025,1.0,735,1.0,1.0,0.0,1541,CAPSD_AAV2S_Sinai_2021,CAPSD_AAV2S,3544f4fb2e91766d29fe30811a367b3c8c62676eda35e8e111c3f586d75fa82d,735,CAPSD_AAV2S_Sinai_2021,CAPSD_AAV2S,3544f4fb2e91766d29fe30811a367b3c8c62676eda35e8e111c3f586d75fa82d,735,True,sf_c257cf3223e7,sf_c257cf3223e7
assay057,assay057,1.0,447,1.0,1.0,4.5e-306,922,GDIA_HUMAN_Silverstein_2021,GDIA_HUMAN,151cd778d4fb53f442fb1fcee3b51f9aea5a707a54a4ea4f4fafb2353492727f,447,GDIA_HUMAN_Silverstein_2021,GDIA_HUMAN,151cd778d4fb53f442fb1fcee3b51f9aea5a707a54a4ea4f4fafb2353492727f,447,True,sf_8931019bd293,sf_8931019bd293
assay089,assay089,1.0,61,1.0,1.0,2.191e-36,122,NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,c9f6965638d2fd03c56238100627b8434704ee694d5fad714adb2ac8ca2d450a,61,NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,c9f6965638d2fd03c56238100627b8434704ee694d5fad714adb2ac8ca2d450a,61,True,sf_3de478b56341,sf_3de478b56341
assay089,assay110,0.38,50,0.82,0.962,1.242e-06,37,NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,c9f6965638d2fd03c56238100627b8434704ee694d5fad714adb2ac8ca2d450a,61,PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,f33cf1a6bd36d6f6b6c6dcb7476a95f16918e17b3eaff633f4bd6c8a2d0e7ee6,52,True,sf_3de478b56341,sf_3de478b56341
assay121,assay121,1.0,403,1.0,1.0,1.1599999999999998e-281,849,PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,2675a6cc946076d70342977845afe793269c5987a998382100bede64d1e61b42,403,PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,2675a6cc946076d70342977845afe793269c5987a998382100bede64d1e61b42,403,True,sf_a81536eee23e,sf_a81536eee23e
assay121,assay122,1.0,403,1.0,1.0,1.1599999999999998e-281,849,PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,2675a6cc946076d70342977845afe793269c5987a998382100bede64d1e61b42,403,PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,2675a6cc946076d70342977845afe793269c5987a998382100bede64d1e61b42,403,True,sf_a81536eee23e,sf_a81536eee23e
assay153,assay153,1.0,56,1.0,1.0,1.447e-30,105,SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM,071c87e2610af6a89e89c6a0499a9fb71b0506d220c123c4589e0956152a3686,56,SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM,071c87e2610af6a89e89c6a0499a9fb71b0506d220c123c4589e0956152a3686,56,True,sf_60dadcbd5371,sf_60dadcbd5371
assay185,assay185,1.0,69,1.0,1.0,1.575e-43,143,UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBE4B_HUMAN,538bf66468f70ae9a6eb3207c783edfc131745450d0b5c16ef0056ee2b952706,69,UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBE4B_HUMAN,538bf66468f70ae9a6eb3207c783edfc131745450d0b5c16ef0056ee2b952706,69,True,sf_a47101dcf200,sf_a47101dcf200
assay026,assay026,1.0,1154,1.0,1.0,0.0,2273,CAR11_HUMAN_Meitlis_2020_gof,CAR11_HUMAN,23f728c9d0c885671d837a1b3d5cbe24609c3cf38f54a65dc6eccf6291f5964f,1154,CAR11_HUMAN_Meitlis_2020_gof,CAR11_HUMAN,23f728c9d0c885671d837a1b3d5cbe24609c3cf38f54a65dc6eccf6291f5964f,1154,True,sf_0fc8efec29c6,sf_0fc8efec29c6
assay026,assay027,1.0,1154,1.0,1.0,0.0,2273,CAR11_HUMAN_Meitlis_2020_gof,CAR11_HUMAN,23f728c9d0c885671d837a1b3d5cbe24609c3cf38f54a65dc6eccf6291f5964f,1154,CAR11_HUMAN_Meitlis_2020_lof,CAR11_HUMAN,23f728c9d0c885671d837a1b3d5cbe24609c3cf38f54a65dc6eccf6291f5964f,1154,True,sf_0fc8efec29c6,sf_0fc8efec29c6
assay172,assay172,1.0,101,1.0,1.0,4.512e-64,204,SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN,2f67b0398c769dc5deb575f46362e1cad7c5a647adac36d48ce8538043ff075d,101,SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN,2f67b0398c769dc5deb575f46362e1cad7c5a647adac36d48ce8538043ff075d,101,True,sf_19622d9f3f73,sf_19622d9f3f73
assay013,assay013,1.0,346,1.0,1.0,5.4150000000000006e-244,737,AMIE_PSEAE_Wrenbeck_2017,AMIE_PSEAE,a1d4b2277cb8338e73199e8cca2c82adcde44390a20f687d63ac9b83535d9a10,346,AMIE_PSEAE_Wrenbeck_2017,AMIE_PSEAE,a1d4b2277cb8338e73199e8cca2c82adcde44390a20f687d63ac9b83535d9a10,346,True,sf_0406336ba271,sf_0406336ba271
assay045,assay045,1.0,55,1.0,1.0,2.219e-33,113,DN7A_SACS2_Tsuboyama_2023_1JIC,DN7A_SACS2,8edf0f5b4fd2e640716fcb35278a6a90f8b8cd4c910fd251223ad29c63ebc544,55,DN7A_SACS2_Tsuboyama_2023_1JIC,DN7A_SACS2,8edf0f5b4fd2e640716fcb35278a6a90f8b8cd4c910fd251223ad29c63ebc544,55,True,sf_0500559dbf7c,sf_0500559dbf7c
assay077,assay077,1.0,264,1.0,1.0,4e-180,548,KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,acbf1fe51a97a2e90c2bcd13adabec985a63c501fae0f2a2cfcb46258abda56e,264,KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,acbf1fe51a97a2e90c2bcd13adabec985a63c501fae0f2a2cfcb46258abda56e,264,True,sf_72f0344ad526,sf_72f0344ad526
assay109,assay109,1.0,39,1.0,1.0,1.146e-24,87,PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,32f6115513f39a2d0d751aff5d991c95f598beb690622721a13d943300a60ea4,39,PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,32f6115513f39a2d0d751aff5d991c95f598beb690622721a13d943300a60ea4,39,True,sf_27b2fd965bcd,sf_27b2fd965bcd
assay141,assay141,1.0,116,1.0,1.0,3.147e-75,237,REV_HV1H2_Fernandes_2016,REV_HV1H2,19dc6b99f4ee9fdb7b2b0ce2b74acad96ed300e4e6aad826ced3ce4f9cb6baad,116,REV_HV1H2_Fernandes_2016,REV_HV1H2,19dc6b99f4ee9fdb7b2b0ce2b74acad96ed300e4e6aad826ced3ce4f9cb6baad,116,True,sf_4ddd0adc0328,sf_4ddd0adc0328
assay173,assay173,1.0,140,1.0,1.0,2.265e-82,259,SYUA_HUMAN_Newberry_2020,SYUA_HUMAN,a421d4b21d1150fb3bf2a8bf74b34b76d01ae9f6574d84066be505ca5e049533,140,SYUA_HUMAN_Newberry_2020,SYUA_HUMAN,a421d4b21d1150fb3bf2a8bf74b34b76d01ae9f6574d84066be505ca5e049533,140,True,sf_87dffde05f09,sf_87dffde05f09
assay014,assay014,1.0,627,1.0,1.0,0.0,1313,ANCSZ_Hobbs_2022,ANCSZ,f5f3ced5cb23db1b5a2e54d7ee2bc87cb6e092f4df3472b987697b0c8fffdc3e,627,ANCSZ_Hobbs_2022,ANCSZ,f5f3ced5cb23db1b5a2e54d7ee2bc87cb6e092f4df3472b987697b0c8fffdc3e,627,True,sf_88339869d8cb,sf_88339869d8cb
assay014,assay169,0.31,460,0.734,0.696,3.4159999999999996e-61,218,ANCSZ_Hobbs_2022,ANCSZ,f5f3ced5cb23db1b5a2e54d7ee2bc87cb6e092f4df3472b987697b0c8fffdc3e,627,SRC_HUMAN_Ahler_2019,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,False,sf_88339869d8cb,sf_c38d9b4005f8
assay014,assay170,0.31,460,0.734,0.696,3.4159999999999996e-61,218,ANCSZ_Hobbs_2022,ANCSZ,f5f3ced5cb23db1b5a2e54d7ee2bc87cb6e092f4df3472b987697b0c8fffdc3e,627,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,False,sf_88339869d8cb,sf_c38d9b4005f8
assay014,assay171,0.31,460,0.734,0.696,3.4159999999999996e-61,218,ANCSZ_Hobbs_2022,ANCSZ,f5f3ced5cb23db1b5a2e54d7ee2bc87cb6e092f4df3472b987697b0c8fffdc3e,627,SRC_HUMAN_Nguyen_2022,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,False,sf_88339869d8cb,sf_c38d9b4005f8
assay046,assay046,1.0,65,1.0,1.0,7.887999999999999e-41,135,DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,0d16c663f2eff74cc073caf31e803e63ea2ba35ca5b94b9a809434a252995a64,65,DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,0d16c663f2eff74cc073caf31e803e63ea2ba35ca5b94b9a809434a252995a64,65,True,sf_3bc8071abc2c,sf_3bc8071abc2c
assay078,assay078,1.0,439,1.0,1.0,2.206e-301,908,LGK_LIPST_Klesmith_2015,LGK_LIPST,58192f44a046f4d4aebdc02932369fe98654f17cf5656e564d553efda08ff5e4,439,LGK_LIPST_Klesmith_2015,LGK_LIPST,58192f44a046f4d4aebdc02932369fe98654f17cf5656e564d553efda08ff5e4,439,True,sf_bba3db8a5a23,sf_bba3db8a5a23
assay053,assay053,1.0,212,1.0,1.0,1.776e-137,422,ESTA_BACSU_Nutschel_2020,ESTA_BACSU,8a9ea05c5d2953b5b143b591bea6014aec631be96a4842b274fb3e91ee4907d7,212,ESTA_BACSU_Nutschel_2020,ESTA_BACSU,8a9ea05c5d2953b5b143b591bea6014aec631be96a4842b274fb3e91ee4907d7,212,True,sf_eb7894768bb9,sf_eb7894768bb9
assay085,assay085,1.0,330,1.0,1.0,4.205e-230,696,MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,d78bb1f564dcca3a1c20ef3c0d620ebaf981a39fc27ccc3e5237aca93afb7eb3,330,MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,d78bb1f564dcca3a1c20ef3c0d620ebaf981a39fc27ccc3e5237aca93afb7eb3,330,True,sf_9a90786f7320,sf_9a90786f7320
assay117,assay117,1.0,605,1.0,1.0,0.0,1223,PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,eb3fd6e991149629c673cea22531ccc0b99d845872752b1d2dd72e6ee36abe10,605,PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,eb3fd6e991149629c673cea22531ccc0b99d845872752b1d2dd72e6ee36abe10,605,True,sf_c26e504ac4d4,sf_c26e504ac4d4
assay149,assay149,1.0,63,1.0,1.0,1.0870000000000001e-36,123,RS15_GEOSE_Tsuboyama_2023_1A32,RS15_GEOSE,23260d892b2f1c7be955c13686082906af03865240d0a6da8e5a7bea65e592ce,63,RS15_GEOSE_Tsuboyama_2023_1A32,RS15_GEOSE,23260d892b2f1c7be955c13686082906af03865240d0a6da8e5a7bea65e592ce,63,True,sf_bcab9ac142f5,sf_bcab9ac142f5
assay181,assay181,1.0,635,1.0,1.0,0.0,1354,TPOR_HUMAN_Bridgford_2020,TPOR_HUMAN,a74ceb2bf389952cef98a99c475bb870eb0ecf75c88e1802fee05bb8ddba44ca,635,TPOR_HUMAN_Bridgford_2020,TPOR_HUMAN,a74ceb2bf389952cef98a99c475bb870eb0ecf75c88e1802fee05bb8ddba44ca,635,True,sf_540579521118,sf_540579521118
assay022,assay022,1.0,1863,1.0,1.0,0.0,3646,BRCA1_HUMAN_Findlay_2018,BRCA1_HUMAN,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,1863,BRCA1_HUMAN_Findlay_2018,BRCA1_HUMAN,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,1863,True,sf_234425dd63e3,sf_234425dd63e3
assay054,assay054,1.0,72,1.0,1.0,1.342e-46,152,FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,9db12e3352b4369f97639f6efdec429bb874a2c3c8e98454ee3413c7b2b41d19,72,FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,9db12e3352b4369f97639f6efdec429bb874a2c3c8e98454ee3413c7b2b41d19,72,True,sf_9a3ea6c0c19c,sf_9a3ea6c0c19c
assay086,assay086,1.0,656,1.0,1.0,0.0,1373,MTHR_HUMAN_Weile_2021,MTHR_HUMAN,afd5e62b903eb642953b991f683bae2f9fc5b6220f2ea855627910d55974d7b4,656,MTHR_HUMAN_Weile_2021,MTHR_HUMAN,afd5e62b903eb642953b991f683bae2f9fc5b6220f2ea855627910d55974d7b4,656,True,sf_095a60e097b5,sf_095a60e097b5
assay118,assay118,1.0,63,1.0,1.0,2.182e-37,125,PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,4c0794fea10947b44cecc21465d457e781a47c6aaf37929a73a4ea141095a8a3,63,PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,4c0794fea10947b44cecc21465d457e781a47c6aaf37929a73a4ea141095a8a3,63,True,sf_f662b12b6174,sf_f662b12b6174
assay150,assay150,1.0,553,1.0,1.0,0.0,1129,S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,d601ee0a15fee3f217a4d46ed3a7c1e668acc1c1ca7fadb13b341fbc2ea6e4a4,553,S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,d601ee0a15fee3f217a4d46ed3a7c1e668acc1c1ca7fadb13b341fbc2ea6e4a4,553,True,sf_dedbcf3c34ac,sf_dedbcf3c34ac
assay150,assay151,1.0,553,1.0,1.0,0.0,1129,S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,d601ee0a15fee3f217a4d46ed3a7c1e668acc1c1ca7fadb13b341fbc2ea6e4a4,553,S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,d601ee0a15fee3f217a4d46ed3a7c1e668acc1c1ca7fadb13b341fbc2ea6e4a4,553,True,sf_dedbcf3c34ac,sf_dedbcf3c34ac
assay058,assay058,1.0,238,1.0,1.0,2.147e-165,504,GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,9be57dbaa8e6d8b324cd1a84684901808c38b3b84f940c08e00a0323f4215e9f,238,GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,9be57dbaa8e6d8b324cd1a84684901808c38b3b84f940c08e00a0323f4215e9f,238,True,sf_d5ee7a876864,sf_d5ee7a876864
assay058,assay130,0.827,238,1.0,1.0,9.197e-141,433,GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,9be57dbaa8e6d8b324cd1a84684901808c38b3b84f940c08e00a0323f4215e9f,238,Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,207f45450004d2fdfc4505ce92027881936b4019df85320b9816a3ba46cc49c8,238,True,sf_d5ee7a876864,sf_d5ee7a876864
assay058,assay042,0.43,229,0.962,0.97,7.791e-64,211,GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,9be57dbaa8e6d8b324cd1a84684901808c38b3b84f940c08e00a0323f4215e9f,238,D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,4d9e0f52986dfa520a66afcf32d1d335eaac5009dd8fe6bcf3d2579a218e47d9,235,True,sf_d5ee7a876864,sf_d5ee7a876864
assay090,assay090,1.0,1278,1.0,1.0,0.0,2614,NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,4e24d009a2ddd244a0a0eb2cdff86a7c7afe8006103d97c723616088876f494e,1278,NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,4e24d009a2ddd244a0a0eb2cdff86a7c7afe8006103d97c723616088876f494e,1278,True,sf_9d5fffe3ecc6,sf_9d5fffe3ecc6
assay122,assay121,1.0,403,1.0,1.0,1.1599999999999998e-281,849,PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,2675a6cc946076d70342977845afe793269c5987a998382100bede64d1e61b42,403,PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,2675a6cc946076d70342977845afe793269c5987a998382100bede64d1e61b42,403,True,sf_a81536eee23e,sf_a81536eee23e
assay122,assay122,1.0,403,1.0,1.0,1.1599999999999998e-281,849,PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,2675a6cc946076d70342977845afe793269c5987a998382100bede64d1e61b42,403,PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,2675a6cc946076d70342977845afe793269c5987a998382100bede64d1e61b42,403,True,sf_a81536eee23e,sf_a81536eee23e
assay154,assay154,1.0,630,1.0,1.0,0.0,1309,SC6A4_HUMAN_Young_2021,SC6A4_HUMAN,08ab69187b319cff68eba5e95e6d06f77a7a8e75e4b1a83c000f7ed2c160d37f,630,SC6A4_HUMAN_Young_2021,SC6A4_HUMAN,08ab69187b319cff68eba5e95e6d06f77a7a8e75e4b1a83c000f7ed2c160d37f,630,True,sf_5602ca7080fe,sf_5602ca7080fe
assay186,assay186,1.0,1173,1.0,1.0,0.0,2310,UBE4B_MOUSE_Starita_2013,UBE4B_MOUSE,e41f60f5bb7eefdd457c22b691222a67cc22093ad2cac6ab76d6943375d37c53,1173,UBE4B_MOUSE_Starita_2013,UBE4B_MOUSE,e41f60f5bb7eefdd457c22b691222a67cc22093ad2cac6ab76d6943375d37c53,1173,True,sf_2d1d2debf9a5,sf_2d1d2debf9a5
assay027,assay026,1.0,1154,1.0,1.0,0.0,2273,CAR11_HUMAN_Meitlis_2020_lof,CAR11_HUMAN,23f728c9d0c885671d837a1b3d5cbe24609c3cf38f54a65dc6eccf6291f5964f,1154,CAR11_HUMAN_Meitlis_2020_gof,CAR11_HUMAN,23f728c9d0c885671d837a1b3d5cbe24609c3cf38f54a65dc6eccf6291f5964f,1154,True,sf_0fc8efec29c6,sf_0fc8efec29c6
assay027,assay027,1.0,1154,1.0,1.0,0.0,2273,CAR11_HUMAN_Meitlis_2020_lof,CAR11_HUMAN,23f728c9d0c885671d837a1b3d5cbe24609c3cf38f54a65dc6eccf6291f5964f,1154,CAR11_HUMAN_Meitlis_2020_lof,CAR11_HUMAN,23f728c9d0c885671d837a1b3d5cbe24609c3cf38f54a65dc6eccf6291f5964f,1154,True,sf_0fc8efec29c6,sf_0fc8efec29c6
assay059,assay059,1.0,217,1.0,1.0,1.003e-154,472,GRB2_HUMAN_Faure_2021,GRB2_HUMAN,da732b5e8d2d70df356a38fcb7dcb1f2c8c200f00268f7978afe49f9a7b1783d,217,GRB2_HUMAN_Faure_2021,GRB2_HUMAN,da732b5e8d2d70df356a38fcb7dcb1f2c8c200f00268f7978afe49f9a7b1783d,217,True,sf_a2995dce9367,sf_a2995dce9367
assay091,assay091,1.0,164,1.0,1.0,1.328e-116,359,NUD15_HUMAN_Suiter_2020,NUD15_HUMAN,14995400edc57f8b57e4c51846467559530c436ed34a22c00d6085db53c79549,164,NUD15_HUMAN_Suiter_2020,NUD15_HUMAN,14995400edc57f8b57e4c51846467559530c436ed34a22c00d6085db53c79549,164,True,sf_7dd15a2e7599,sf_7dd15a2e7599
assay123,assay123,1.0,860,1.0,1.0,0.0,1769,Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,37e665d9f4d8b4c8f3454d90b01f8ec02b5cbf8d6e21fe24bd11ac381f59c098,860,Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,37e665d9f4d8b4c8f3454d90b01f8ec02b5cbf8d6e21fe24bd11ac381f59c098,860,True,sf_1bf288bd319a,sf_1bf288bd319a
assay123,assay001,0.854,860,1.0,1.0,0.0,1499,Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,37e665d9f4d8b4c8f3454d90b01f8ec02b5cbf8d6e21fe24bd11ac381f59c098,860,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,589a3d75f09a5e1beeec23d1ed9eb52c3071477a0bb2299faba979098821ec0f,852,True,sf_1bf288bd319a,sf_1bf288bd319a
assay123,assay051,0.736,861,0.997,1.0,0.0,1315,Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,37e665d9f4d8b4c8f3454d90b01f8ec02b5cbf8d6e21fe24bd11ac381f59c098,860,ENV_HV1BR_Haddox_2016,ENV_HV1BR,be4105b663987f7c9629afca0ffd4078ab641940c8bfc4c05ba3253077ef892d,861,True,sf_1bf288bd319a,sf_1bf288bd319a
assay155,assay155,1.0,70,1.0,1.0,2.266e-40,134,SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,b3484249ba19f9455763ce7c70b60e32175da414446350e1dc457356fdfa05a5,70,SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,b3484249ba19f9455763ce7c70b60e32175da414446350e1dc457356fdfa05a5,70,True,sf_cf940c8da196,sf_cf940c8da196
assay187,assay187,1.0,58,1.0,1.0,1.439e-31,108,UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,864587b8306f76b5780c58ceaa873f4b72be8e7b10cfba989dbabf2a58d5242b,58,UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,864587b8306f76b5780c58ceaa873f4b72be8e7b10cfba989dbabf2a58d5242b,58,True,sf_059a8d032aa4,sf_059a8d032aa4
assay028,assay028,1.0,1368,1.0,1.0,0.0,2705,CAS9_STRP1_Spencer_2017_positive,CAS9_STRP1,0b7df5a184af9a6086e68775743c9f88f90fc81cf58931719cfa4b8e48d3f6ef,1368,CAS9_STRP1_Spencer_2017_positive,CAS9_STRP1,0b7df5a184af9a6086e68775743c9f88f90fc81cf58931719cfa4b8e48d3f6ef,1368,True,sf_2fb7a12de8e4,sf_2fb7a12de8e4
assay060,assay060,1.0,55,1.0,1.0,6.1510000000000005e-31,106,HCP_LAMBD_Tsuboyama_2023_2L6Q,HCP_LAMBD,7e7e14808e7fb18df489c477979e76cf55eb47147a8b96e908a0079a514fb626,55,HCP_LAMBD_Tsuboyama_2023_2L6Q,HCP_LAMBD,7e7e14808e7fb18df489c477979e76cf55eb47147a8b96e908a0079a514fb626,55,True,sf_f4afbafe8fe3,sf_f4afbafe8fe3
assay092,assay092,1.0,69,1.0,1.0,2.155e-40,134,NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,7d61e64ba38de72f22d854c934eeacefabdf6b69da6e65de3a4d4762719699f3,69,NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,7d61e64ba38de72f22d854c934eeacefabdf6b69da6e65de3a4d4762719699f3,69,True,sf_a92a5d40f0e3,sf_a92a5d40f0e3
assay124,assay124,1.0,365,1.0,1.0,3.416e-250,756,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,a77c8fd26c1e0b5d0034384309cd3600fb1e3f8775e1979363d5db3a185be675,365,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,a77c8fd26c1e0b5d0034384309cd3600fb1e3f8775e1979363d5db3a185be675,365,True,sf_77b576379330,sf_77b576379330
assay124,assay125,1.0,365,1.0,1.0,3.416e-250,756,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,a77c8fd26c1e0b5d0034384309cd3600fb1e3f8775e1979363d5db3a185be675,365,Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,a77c8fd26c1e0b5d0034384309cd3600fb1e3f8775e1979363d5db3a185be675,365,True,sf_77b576379330,sf_77b576379330
